SSID,BSSID,RSSI,Auth,Channel,Label
Shop-Shop2911,77:17:95:a8:91:60,-61,WPA2-Enterprise,3,fake
Lobby-7143,0e:00:b1:d2:f9:6e,-89,WEP,1,fake
Anderson_7154,cb:ac:dc:96:80:22,-72,WEP,13,real
Hotel_WiFi_1337,f3:02:df:07:e8:94,-51,WPA2-Enterprise,2,fake
Tower_3141,1f:31:55:9c:48:cc,-42,WEP,8,real
Linksys-2382,62:d5:73:a8:99:f8,-42,WEP,3,real
Campus_3043,f1:bb:57:50:73:14,-36,Open,10,real
Smith-5023,0e:c6:de:fb:c8:99,-33,WPA2-Enterprise,4,real
Xfinity Free 2583,04:d2:bc:95:57:ab,-68,WPA2,4,fake
Office-302,f2:41:cc:d2:e3:56,-68,WPA2,12,real
Anderson-4321,ce:89:03:1b:d7:47,-40,Open,1,real
Tower_5797,2b:53:70:69:2e:b2,-46,WPA2,6,real
NET_8274,24:05:de:e2:44:78,-70,Open,6,real
office-3152_,4f:d3:88:a9:42:cb,-67,WPA2,1,fake
cafe_vodafone6124,41:67:37:a5:84:cd,-79,WPA2,7,fake
Vodafone_Free_5698,82:3f:90:3e:25:fe,-43,WPA3,8,fake
shop3676,f4:bc:77:9f:57:db,-80,Open,1,fake
Office-300,ee:58:58:f9:6d:2f,-38,Open,11,real
Home-3994,b8:67:04:33:a0:6a,-68,WPA2,9,real
Campus-7766,5a:51:13:0b:22:6f,-63,WPA2,10,real
Free-1982_,9c:5e:bb:0f:9f:5a,-88,Open,8,fake
TPLink-5912,f0:f9:35:50:1f:09,-73,Open,4,real
Smith-5479,41:8a:af:a9:02:21,-51,WEP,8,real
FreeWiFi_4903,72:91:a2:e0:10:08,-49,Open,6,fake
Tower-6043,b5:c9:cc:af:a2:03,-82,WEP,12,real
BT6388 Shop!,81:b8:cd:ca:c3:ab,-34,WPA3,11,fake
home-home2718,25:97:54:7d:c9:30,-35,WEP,1,fake
Vodafone Guest,19:84:61:8c:cf:43,-71,WPA2,7,fake
Tower-8966,0d:b1:c5:3e:74:78,-89,WPA2,6,real
Residence_3223,f7:b0:d6:87:48:48,-86,Open,5,real
Smith_1865,a7:fd:6e:57:fd:d1,-30,WEP,4,real
Campus-3651,f5:3e:4f:73:35:1d,-88,Open,3,real
Building-4964,b2:04:0e:89:3d:b8,-39,Open,5,real
Smith_7906,bf:63:0d:a7:57:16,-40,WPA2,2,real
Home_1443,82:85:c3:2b:82:58,-85,WPA3,4,real
BT1916,7c:78:84:0b:b4:3a,-49,WPA3,7,fake
Shop-Shop1148,02:5e:99:9d:44:4d,-45,WPA3,6,fake
AirportGuest583,cd:8b:6b:35:25:bd,-70,WPA2,11,fake
Apartment-9045,0c:68:96:94:f0:bf,-37,WPA2,1,real
Lobby_MyWiFi9207,d3:94:f8:b9:e0:25,-79,WPA2,12,fake
GuestGuest2712_,1f:57:b6:3a:75:5e,-80,WPA2-Enterprise,4,fake
Cafe-2619,a8:47:b2:76:55:15,-75,WPA3,9,fake
airport_free_2413,f6:27:67:ed:7f:d1,-44,WPA2,11,fake
Network-Network8725,86:c6:86:61:b8:78,-65,WEP,4,fake
Residence-1911,23:61:48:a9:60:e7,-69,Open,12,real
Cafe_Library5821,4f:8a:81:71:e2:dc,-34,WPA2,8,fake
Linksys-4458,6b:fd:76:2f:e1:5e,-39,WEP,2,real
Linksys-8150,0e:ea:57:49:13:fb,-46,WPA3,12,real
Guest_Guest#,c7:c7:37:b3:c5:e3,-82,WPA3,13,fake
linksys_free_8184,48:8b:d7:43:c1:f6,-34,WEP,3,fake
GuestNet-GuestNet7606,6a:10:cf:cd:d3:e1,-32,WPA2-Enterprise,13,fake
bt_wifi_9078,ac:9f:70:68:13:3d,-61,Open,13,fake
Campus_8609,f3:93:fd:6c:05:93,-76,WPA3,11,real
Campus_6938,42:36:63:7d:49:d5,-35,WPA3,4,real
_Guest7996,0e:76:e3:99:46:d3,-40,WPA2-Enterprise,9,fake
Building_8082,46:7d:6d:e7:24:06,-66,WEP,5,real
Xfinity9796 WiFi,b4:3c:2d:34:90:41,-58,WPA2,5,fake
FreeGuest6112,5d:d5:99:5e:21:6f,-67,WPA2,7,fake
starbucks5425,e2:2d:c8:06:4b:e4,-63,WEP,8,fake
FreeWiFi_2635,f0:27:cb:c5:15:b8,-86,WPA3,2,fake
Dorm_4764,f3:f7:2b:2d:6b:e8,-49,WPA3,3,real
Lobby-Lobby400#,e4:da:97:7d:ea:d9,-62,WPA3,2,fake
Dorm-3039,98:22:2a:44:2c:21,-37,Open,8,real
Building_2909,65:f6:1d:ac:a0:f9,-37,WPA2,10,real
Apartment-1617,28:7c:d1:ed:4b:f5,-72,Open,11,real
Office_384,6c:8b:27:43:85:cf,-38,WEP,7,real
Building-8691,54:58:07:29:4d:e1,-32,Open,6,real
Campus_Free_8745_,4e:ae:6e:4e:01:81,-84,WEP,6,fake
shop139 hotspot,0b:48:b8:4a:df:e6,-68,WPA2-Enterprise,13,fake
Smith_50,b6:8d:d4:d9:f6:3b,-44,Open,6,real
TPLink-5830,f5:b1:60:0a:8c:7b,-88,WEP,2,real
MyAP_8330,84:20:ff:f5:9e:53,-40,Open,10,real
Campus_4994,38:9f:15:88:12:f6,-56,WPA3,8,real
Linda-9429,03:27:bf:a2:a9:24,-57,WPA2,4,real
Guest-9614,26:d6:70:77:07:29,-57,Open,4,fake
MyAP_5362,d7:81:2b:42:fb:0e,-71,WPA2-Enterprise,9,real
Smith-6109,6c:c4:ea:25:7d:67,-85,WEP,1,real
CampusGuest4896,f0:74:5d:d1:79:36,-31,WPA2,7,fake
Smith-5370,a5:b5:a8:6c:95:d8,-58,WEP,10,real
Guest WiFi 606,0b:f9:81:6d:14:52,-69,WEP,8,fake
Starbucks9716,66:4d:91:4f:2d:38,-52,WPA2,1,fake
Residence-906,b4:48:6c:5d:ff:3f,-61,Open,11,real
Lobby-9054!,86:d0:dc:ff:af:0a,-65,WPA3,1,fake
Linksys9088 WiFi!,6c:ce:10:e3:03:c7,-64,WPA2-Enterprise,13,fake
cafe2028,63:a4:80:47:02:a2,-35,WEP,5,fake
Building-4463,de:bf:89:da:59:8e,-45,WPA3,10,real
MyAP-NET,86:9e:58:21:7f:b5,-60,WEP,3,real
WiFi-WiFi6060,ca:eb:bf:73:fd:03,-38,WEP,1,fake
Linksys_2006,bb:67:67:22:d8:fd,-82,WEP,11,real
Smith_8283,9d:3b:91:d6:28:49,-56,WPA2,3,real
Airport Guest.,e2:3d:12:77:3c:3f,-87,WPA2-Enterprise,2,fake
Hotspot8830,43:a5:2a:9e:61:e3,-72,WPA2,10,fake
Vodafone-2344,5b:bf:13:e9:d3:39,-89,WPA2,6,fake
TPLink_2826,9c:3c:0d:0b:17:95,-35,WPA2,1,real
NET_9889,54:f9:f8:62:36:73,-88,WEP,1,real
Office_7371,37:76:db:72:5a:ad,-85,Open,5,real
office_free_517,e3:39:30:81:25:52,-73,WPA2,4,fake
Office_WiFi_7907,3c:98:05:1d:e6:b8,-52,WPA3,3,fake
Library Guest,31:18:6d:7c:0f:3d,-69,Open,6,fake
Campus_1195,32:f2:e9:3d:4b:85,-38,WPA3,6,real
Apartment-6447,a8:67:82:11:55:a5,-68,Open,6,real
Lobby_Free_4769,7d:31:45:3e:ad:3b,-88,WPA2,10,fake
FreeWiFi 7211,4f:e3:35:69:03:63,-87,WEP,10,fake
Linksys_5051,a4:ab:35:60:3f:62,-49,WPA3,12,real
mywifi free 8250.,3b:eb:5c:db:60:8c,-31,Open,1,fake
Linda-7684,73:65:36:cf:1b:e5,-54,Open,3,real
Library7631 Guest,82:64:b2:1c:ee:89,-38,WPA3,10,fake
Library_WiFi_4986,f1:78:83:9c:74:8d,-46,WPA2-Enterprise,6,fake
Dorm-4118,ea:fe:55:6a:1e:db,-90,WEP,9,real
Building_1237,2d:09:6f:37:c0:1b,-87,WPA3,2,real
BT8349 Guest,6b:80:ae:22:61:b2,-59,WEP,12,fake
John_9155,1a:c9:4f:80:50:06,-87,WPA3,7,real
Campus_105,66:11:de:50:1f:62,-66,WPA2-Enterprise,12,real
btguest3828#,19:86:cc:df:52:82,-42,WEP,9,fake
MyAP_8242,4c:49:e5:8f:79:22,-58,WPA2,9,real
CampusGuest537!,a1:d1:34:c8:8e:c0,-43,Open,1,fake
Starbucks5258,a8:46:18:6a:86:d9,-41,WPA2,11,fake
Linda-7855,4b:b1:c9:7d:13:d6,-81,WPA2,10,real
Anderson_7981,96:88:05:69:2a:ed,-73,WPA3,2,real
Linksys-918,ff:a5:3a:69:b8:89,-45,WPA3,2,real
Guest_Free_5426,67:43:d7:f6:01:6b,-90,Open,8,fake
Apartment-2710,10:1e:cb:76:16:86,-36,WPA2-Enterprise,9,real
Airport1657,09:34:88:66:3f:a5,-71,WPA3,6,fake
Campus_1442,2e:01:b2:03:65:f9,-87,WEP,10,real
Campus_3683,80:d4:0e:f5:b3:fe,-70,WPA2,6,real
TPLink_3671,e9:c3:db:81:bf:61,-47,WPA2,4,real
CampusGuest8429,5c:ae:a6:b2:d1:26,-71,WPA2,5,fake
Hotspot-Hotspot9072,d5:83:a3:69:69:9a,-48,WPA2,4,fake
TPLinkGuest7364,b9:90:e0:c1:6d:8b,-43,WEP,12,fake
TPLink_7242,a2:5d:d4:89:f6:7f,-65,WEP,2,real
Free_Free_6249,9f:3b:e0:6b:c2:dc,-39,WEP,7,fake
TPLink-6032,fb:3e:29:3e:59:a5,-64,WPA3,12,real
Free1911,71:8f:48:74:b9:2f,-55,WPA2,5,fake
Airport_Free_645,8f:7d:f1:48:a2:56,-61,WPA2,6,fake
Home_McDonalds1344,76:40:c6:e5:3f:76,-78,WEP,12,fake
Vodafone_Free_5856,0f:13:c0:bb:5e:19,-70,WPA2-Enterprise,12,fake
Campus-8691,72:86:f5:b1:7d:d0,-43,WPA3,8,fake
wifi_guest8135,cb:00:d7:fe:8c:b2,-86,Open,13,fake
Shop-Shop.,bf:5c:02:0e:a2:8c,-65,WPA2,7,fake
GuestNet_Lobby5851,d5:33:1f:cf:61:79,-36,Open,13,fake
Secure117,c5:35:97:cb:0d:d1,-41,WPA2,12,fake
Building-2671,22:52:39:7d:d0:17,-74,WPA2,8,real
Smith-2.4G,b6:55:e7:d0:73:2b,-52,Open,4,real
Guest TPLink4358,a6:a6:17:8a:03:94,-78,Open,12,fake
Xfinity2990,7f:8f:a6:03:40:da,-47,WPA2,4,fake
Tower_7811,5a:7d:88:0a:05:f6,-50,WPA2-Enterprise,12,real
Cafe2988,9f:8b:46:98:75:bb,-43,WPA2-Enterprise,7,fake
MyAP-1674,35:84:17:0d:1c:ed,-67,WPA2,8,real
Hotspot4372,96:09:33:7d:3d:8d,-64,WEP,5,fake
Library_WiFi_3148,6c:2b:87:66:84:4a,-63,WPA2,1,fake
xfinity-xfinity,43:76:18:61:36:54,-49,WPA2-Enterprise,2,fake
TPLink_WiFi_2590,ba:c9:f7:af:5d:45,-45,Open,3,fake
_Guest1329!,cd:82:fa:2a:83:61,-78,WPA2,9,fake
Starbucks_Free_7314,29:5d:58:5c:f5:70,-66,WPA2-Enterprise,10,fake
Guest_Free_110.,79:2b:6c:28:a7:c3,-50,Open,12,fake
Home_2486,4c:aa:45:f1:cf:83,-52,WPA3,12,real
FreeWiFi_6871,00:d1:b2:5d:f8:bd,-73,WPA2-Enterprise,10,fake
mall8090 wifi,69:96:26:a4:50:85,-57,WPA2-Enterprise,4,fake
Dorm-3284,50:b4:c8:5d:3e:11,-31,WPA3,3,real
Linda-135,41:4f:83:e3:6e:cd,-74,WEP,8,real
FreeWiFi 4435,18:39:5f:5f:f9:bd,-74,WPA2-Enterprise,10,fake
Cafe4917,7e:48:8e:16:77:64,-32,Open,13,fake
MyAP_4033,49:20:8c:19:28:b8,-31,WEP,7,real
Campus-889,25:aa:b9:5d:c6:b5,-40,WPA3,8,real
Shop_TPLink1768!,64:49:91:85:ad:a9,-62,Open,4,fake
NET_9528,08:92:e5:2e:50:a1,-76,WEP,11,real
Library-Library!,8f:d8:68:99:2a:c0,-51,WPA3,3,fake
Residence_7913,37:c0:33:12:10:23,-43,WPA2-Enterprise,3,real
Office-2688_,d7:6a:14:e9:d4:1d,-80,WPA3,4,fake
Xfinity-3466,f7:8b:dd:bc:13:3f,-70,Open,9,fake
vodafoneguest9456,42:ae:cb:97:58:c7,-82,WEP,2,fake
Campus_7727,27:9c:95:f4:b4:f1,-40,WPA3,1,real
WiFi Xfinity8406.,cb:78:a8:56:ac:13,-61,WPA2-Enterprise,9,fake
Dorm-3849,eb:28:e8:a9:e6:82,-46,WEP,13,real
MyWiFi8285,8f:79:e6:d7:8b:f6,-71,WPA2-Enterprise,13,fake
Residence-7164,00:a1:46:ff:04:04,-86,WPA3,9,real
guestnet3088,07:d8:b6:68:a4:ec,-64,WPA2,2,fake
Office_MyWiFi4459,04:a5:13:f0:0e:ca,-72,WEP,11,fake
Starbucks-5230,20:cb:5c:b3:c2:6d,-51,Open,1,fake
XfinityGuest4744.,60:94:33:24:76:5a,-82,WEP,11,fake
Linksys_7389,f5:6b:54:df:9c:f3,-31,WPA2,10,real
Anderson_7896,1b:7a:be:05:13:2e,-86,Open,5,real
FreeWiFi 8069,ca:39:fa:76:62:f5,-86,Open,6,fake
LobbyGuest1857,49:4f:75:73:0d:23,-89,WPA2,10,fake
Tower-3877,a9:01:ad:61:45:09,-35,WPA2-Enterprise,3,real
LinksysGuest7417,60:27:78:d4:c7:4f,-42,WPA3,1,fake
Hotspot8073,f2:ce:63:a1:b6:93,-35,Open,1,fake
Office_4226,1a:77:dc:fe:d6:39,-34,WPA2-Enterprise,3,real
library_wifi_8629,45:46:0f:8a:ab:ff,-35,Open,6,fake
John-2807,68:51:17:7a:93:09,-42,Open,12,real
FreeWiFi_2367,ae:6c:48:9c:42:0d,-49,WPA2-Enterprise,11,fake
Tower-9520,8c:b2:4b:5f:f2:e1,-45,Open,4,real
NET_8446,91:8a:42:b4:bb:a4,-64,Open,3,real
Office7597 Cafe,d3:f2:50:02:b0:5a,-50,WPA3,4,fake
FreeWiFi_26,13:9c:39:50:2d:cc,-75,WPA3,9,fake
Secure Xfinity1596,d8:00:74:91:83:b5,-70,Open,2,fake
Starbucks6825 Secure,cb:14:ef:34:1e:1e,-76,WEP,1,fake
starbucks_free_9321,ec:fe:30:79:eb:9a,-38,WPA2,1,fake
MyAP_281,dd:b5:49:44:52:a7,-89,WEP,10,real
ShopGuest315,c2:50:c5:dd:7e:22,-39,WPA2,2,fake
NETGEAR2431 GuestNet,a7:23:49:47:9a:93,-58,WPA3,2,fake
Guest-sG,62:1c:8f:22:ed:51,-66,WPA3,11,fake
Apartment_8957,cf:c1:d2:7c:4d:c8,-85,WPA2-Enterprise,3,real
Building_1243,2a:95:5a:de:83:2b,-46,WPA2,8,real
John-1748,2e:2a:17:b5:48:14,-36,WPA3,1,real
_Guest-_Guest759,87:5e:94:7d:18:9a,-31,WPA2-Enterprise,9,fake
McDonaldsGuest7132,5e:c0:6f:37:2f:2b,-75,WEP,4,fake
Linksys-8946,88:5d:ee:b6:d7:00,-86,WEP,12,real
CafeGuest2971,33:01:53:88:57:6f,-50,WPA3,13,fake
NET_1039,0f:71:e0:ad:1c:0a,-49,WEP,4,real
Campus-2669,18:4b:e8:5a:df:d8,-45,WEP,7,real
Building_3753,22:cd:23:e4:88:1e,-48,WPA2,1,real
McDonalds-7456,2d:39:82:2f:2b:8d,-61,WEP,5,fake
Apartment_7240,cd:3d:62:c6:a8:2e,-64,WPA3,12,real
Cafe6729,45:ba:bb:12:11:90,-80,WPA2,10,fake
TPLink_424,6c:e1:5f:de:27:5f,-52,WPA3,13,real
Campus_5249,5c:3f:19:5b:4e:b4,-65,Open,10,real
Building_4388,b0:37:5a:25:a5:ce,-53,WPA3,6,real
guestnet linksys5138-,e5:38:72:01:9d:92,-74,WPA3,3,fake
Office-1786,70:7d:2b:07:53:bb,-30,WPA3,7,real
NET_21,fa:16:4c:d0:6d:87,-70,WPA2-Enterprise,1,real
Vodafone_Free_6237,5b:84:a4:88:e2:29,-83,WEP,2,fake
MyWiFi_Free_7083,d1:63:96:f7:9d:b7,-33,WPA2-Enterprise,8,fake
Tower-8861,83:ed:f6:5a:0b:2c,-83,WPA2-Enterprise,2,real
Apartment_9966,d7:ee:59:c1:b1:6f,-72,WPA2-Enterprise,6,real
FreeWiFi_7352,fa:32:86:25:7c:fb,-90,WPA3,11,fake
Starbucks8441,93:85:62:cd:6e:30,-31,WPA3,3,fake
MyAP-6127,11:37:0e:24:3d:56,-36,WPA2-Enterprise,2,real
Secure-Secure4339,20:1b:2f:ee:6d:2f,-84,WPA2-Enterprise,9,fake
Campus1425,cf:29:3e:35:13:b5,-71,WPA3,9,fake
Campus-2720,d9:8a:89:1a:b6:d5,-57,WEP,6,real
MyAP-9608,43:03:d3:ba:32:d6,-69,WEP,2,real
Cafe2727 Secure,c9:58:3e:1e:53:82,-34,WEP,3,fake
Home-6108,df:15:9a:e5:94:18,-79,WPA3,12,real
TPLink-3562,c3:1a:50:2a:9c:04,-81,WPA3,2,real
_Guest_Linksys9545,2e:6d:ac:f8:a3:da,-76,WEP,1,fake
lobby_airport925,78:ab:8b:50:f5:70,-82,Open,9,fake
Tower_3445,94:8a:61:db:f1:43,-41,WPA2,12,real
Free-rF#,00:52:ad:45:3a:d9,-74,WEP,5,fake
Residence_3909,c4:44:9a:d9:3d:cf,-61,WPA3,3,real
NET-7771,a7:ab:f9:de:79:3b,-70,Open,7,real
Apartment_1718,70:f5:45:fe:ed:75,-66,WEP,5,real
FreeWiFi_9547,fb:4b:f3:b6:47:66,-65,Open,10,fake
NET_5007,ba:30:cd:d9:4e:82,-84,WPA2-Enterprise,11,real
Linksys-3172,d3:a5:78:4c:82:03,-70,WPA2-Enterprise,2,real
AirportGuest3127-,dc:bb:a2:d9:c1:8d,-59,Open,13,fake
Apartment-9320,e9:52:8b:64:87:e5,-83,WPA2,11,real
Tower-4203,a5:24:88:b0:f4:b6,-66,WPA3,13,real
Cafe6270,00:8b:73:fa:33:38,-80,Open,3,fake
Home_4172,83:76:48:d0:11:f9,-63,Open,3,real
Public_MyWiFi8091,db:82:14:d7:b3:37,-69,Open,11,fake
campus5401,f0:ab:ba:33:b5:f2,-81,WPA2-Enterprise,7,fake
Starbucks360,03:2e:a4:d3:98:1f,-87,WPA3,4,fake
Hotspot-Hotspot8424,49:80:cb:6f:06:0a,-81,WEP,5,fake
Office_2194,15:22:7c:ec:a1:fa,-31,WEP,4,real
MyAP_8843,96:d0:bc:97:dd:1d,-42,Open,12,real
FreeWiFi_7403,28:24:13:68:c0:2e,-87,WPA3,2,fake
Lobby9875,3a:c8:f8:5d:03:af,-71,WPA3,3,fake
Linda-6005,48:f2:1f:8f:59:09,-87,WPA2,13,real
Building-194,78:f9:9e:bd:86:65,-63,WPA2,7,real
hotspot_cafe4792,5c:ed:ce:af:d9:40,-80,Open,8,fake
Home_8970,95:f4:90:6a:37:6a,-62,WEP,5,real
Tower-8872,a2:70:a6:c9:92:79,-87,WPA3,4,real
Library76,b4:aa:0d:db:04:80,-44,WPA2-Enterprise,8,fake
MyAP_7634,7a:a4:82:19:12:bb,-33,Open,5,real
TPLink_Free_9693,2d:2e:d9:ad:23:44,-85,WPA2-Enterprise,9,fake
Public_Shop2195,db:cd:67:b8:67:8e,-33,WEP,8,fake
vodafone-vodafone,28:bf:38:68:4e:20,-39,WEP,5,fake
Smith-2452,33:ed:1f:e8:aa:e9,-56,WPA3,5,real
Guest-Guest8155,87:5e:b6:f8:f3:b4,-50,WPA2-Enterprise,8,fake
shop6881 guest,b3:07:64:89:b9:e1,-41,WPA2-Enterprise,9,fake
Linksys_Free_1952,85:fe:3e:73:5e:89,-75,WPA2-Enterprise,4,fake
Cafe_Free_640,f2:23:28:8d:77:b9,-44,WPA3,4,fake
Campus_59,1e:2f:80:e7:87:ae,-73,WEP,11,real
Guest_Mall7261,d0:8f:ba:d3:1b:7f,-34,WPA2-Enterprise,8,fake
Anderson_3885,a9:ec:44:66:3c:b6,-65,WEP,7,real
Apartment-9167,6f:b5:bc:ad:0c:79,-67,WPA2,7,real
Dorm-594,9d:e0:ae:7a:99:a7,-67,WEP,4,real
NET_3188,aa:c1:7e:0f:77:67,-37,WPA2-Enterprise,2,real
Smith_2717,77:ea:13:9e:56:d2,-82,WPA2,13,real
Home-1936,db:dd:42:33:d4:44,-41,Open,11,real
Lobby3281,d2:3e:67:3e:bd:a4,-60,WPA2-Enterprise,10,fake
Building_3262,63:ce:82:a4:2b:b6,-80,WPA3,5,real
Linda-2788,f9:07:96:62:ce:ba,-90,WEP,5,real
Anderson_1079,82:b4:58:86:84:bf,-59,WPA3,9,real
FreeWiFi_3178,cf:6b:27:96:93:91,-68,WPA2,4,fake
McDonalds8114,f9:62:89:04:13:47,-86,WPA2-Enterprise,2,fake
Linksys Guest,97:13:19:7f:09:02,-42,WPA2,12,fake
Office-Office4187,4f:4c:9c:82:20:74,-47,WEP,7,fake
Linksys-4971,fc:47:43:d7:5a:a5,-81,WEP,13,real
CafeGuest8694,de:a3:78:f1:10:ab,-84,WPA3,13,fake
Building-6060,9c:c1:de:0a:00:64,-45,WPA3,7,real
Hotspot697,61:59:2c:b2:d1:8e,-90,WPA2,10,fake
GuestNet_TPLink6235,c8:f8:b2:b5:36:51,-79,WEP,1,fake
Home-7525,06:99:02:b0:b3:41,-62,Open,6,real
Public8066,0a:73:3c:8a:bc:64,-82,WEP,11,fake
Apartment-495,bb:c8:dc:70:09:d4,-42,Open,13,real
NET_1290,d7:b3:62:6f:69:ae,-83,WPA2,10,real
Home-Home5278,c7:7e:8e:4d:17:6e,-47,WPA2-Enterprise,13,fake
Anderson-4688,6e:2f:d1:f7:5d:dd,-40,WPA3,10,real
Apartment_1670,3a:fb:6c:b0:86:c6,-89,WEP,13,real
mywifi-1744,78:c9:22:53:a9:71,-32,WPA2-Enterprise,5,fake
Home_6114,9a:cf:08:df:44:11,-32,WEP,10,real
Linda_2429,f1:23:d6:9d:3c:6a,-78,WEP,12,real
Free Free 8653,d5:e3:ec:98:60:80,-65,WPA2,1,fake
Tower_6924,7b:fb:55:5d:bd:10,-41,Open,12,real
TPLink-TPi,39:4d:dc:2c:f2:1b,-66,Open,12,fake
TPLink-7844,d1:3e:5c:33:3f:cd,-71,WPA2-Enterprise,12,real
Office_3260,83:30:e0:57:ab:3b,-83,WEP,4,real
John-3713,05:37:fe:4a:4f:9a,-64,WPA3,8,real
MyWiFi-4628,cc:a9:57:cd:27:77,-50,Open,9,fake
Residence_8127,fd:98:6d:b0:c8:0b,-85,WPA2-Enterprise,13,real
Tower-582,38:ba:18:bc:a7:cc,-88,Open,4,real
Home-4380,92:36:5d:1e:4a:96,-70,WEP,6,real
Apartment-530,f0:b3:60:f4:72:0c,-36,WPA2-Enterprise,6,real
McDonalds4737,40:0b:d4:6d:18:69,-32,WPA2-Enterprise,1,fake
Cafe1743 GuestNet_,08:da:30:97:a9:1d,-37,WPA2,8,fake
BT3754,31:b3:3e:55:9b:b2,-68,Open,2,fake
Linksys-1455,0b:a5:00:82:2c:79,-90,Open,1,real
John-7779,34:41:ec:2b:95:2c,-32,WPA2-Enterprise,9,real
Public-Public915,38:49:c3:73:14:30,-47,WEP,7,fake
Shop-2378,76:55:cb:e2:9c:f6,-50,WPA2,9,fake
Xfinity Guest,a8:38:66:a2:b9:67,-72,Open,11,fake
Office-3366,0f:ce:f8:55:ee:ce,-64,WPA3,10,real
Cafe2251,de:a0:82:7c:c9:36,-55,WPA2-Enterprise,2,fake
Dorm-1843,6e:0b:a0:f5:02:bd,-80,WEP,10,real
Linda_Guest,90:08:91:07:1c:62,-58,WPA2-Enterprise,9,real
Cafe-6270,de:fc:1c:b7:06:58,-51,WPA2-Enterprise,1,fake
Office_Free_3795,bc:d6:6f:c0:12:51,-86,WPA3,3,fake
mcdonaldsguest5371,3c:0e:88:cf:d6:0b,-49,WPA2-Enterprise,5,fake
TPLink_5943,e6:a2:3c:f0:74:ed,-62,WEP,10,real
MyAP-7849,ad:54:5d:00:aa:0a,-41,Open,4,real
MyAP-7793,3f:93:3a:38:c2:01,-61,WPA3,8,real
campus-campus,2c:1e:78:ec:88:42,-46,WPA2,3,fake
TPLink-5438,c8:26:77:b2:f8:d6,-56,WEP,13,real
Building-6802,02:01:19:26:6e:67,-89,WEP,11,real
Vodafone_WiFi_2162,d0:82:5f:1b:b3:65,-36,Open,1,fake
FreeWiFi 8544,c1:61:9f:b1:2d:59,-41,Open,6,fake
Mall-4708,50:1d:8c:25:66:ba,-63,Open,11,fake
Lobby-Lobby4133,16:d5:6c:ef:73:40,-45,Open,9,fake
lobby xfinity5180,52:33:ea:50:83:39,-62,WPA2-Enterprise,1,fake
Linda_2744,11:68:89:a8:62:5f,-31,WPA3,13,real
Campus-8296,55:5a:3b:30:b4:9c,-60,WPA2,3,real
Xfinity-2552,c3:2c:ef:3f:2c:0d,-41,WPA2,8,fake
Dorm_6487,ad:5d:af:46:82:99,-85,WEP,9,real
Home_9738,75:a5:1a:18:2c:07,-44,WEP,7,real
Office-1341,b3:24:eb:3a:bf:e9,-89,Open,4,real
freewifi_4847,a0:27:3f:5a:7e:40,-90,WPA3,3,fake
Shop8855 Public,3b:a1:d3:8e:c7:1f,-31,WPA3,3,fake
Xfinity3948,29:5d:36:13:83:c8,-82,WEP,11,fake
vodafone646,52:69:e5:bc:44:78,-44,WPA2-Enterprise,12,fake
lobby-6910,8a:56:bf:be:c9:b6,-65,WPA2,8,fake
Campus_789,24:ad:60:52:d0:09,-67,WPA3,10,real
freewifi_8534,76:da:14:b0:bb:12,-62,WEP,11,fake
FreeWiFi_6700,64:f3:72:a7:db:e9,-59,WPA2,1,fake
Guest-Guest7087!,ba:0d:81:4f:49:bc,-82,WPA2-Enterprise,11,fake
lobby-6410-,d2:6d:7e:49:22:b0,-35,WPA2,8,fake
Apartment_7290,db:3a:c3:0b:77:0e,-32,WPA2,5,real
mall_free_413,f5:86:e6:c1:49:2f,-89,WEP,11,fake
Campus_2352,a6:32:5b:3b:ed:a2,-76,WPA2,8,real
Mall_Free_1988,9e:ad:3f:bb:0e:4d,-69,WPA2-Enterprise,13,fake
hotelguest7538,e9:d4:ef:e6:f8:c7,-62,WPA2-Enterprise,11,fake
TPLink-7593,e4:61:b1:7d:d6:7b,-46,WPA3,6,real
Hotel-tl,41:21:3b:44:0c:e2,-66,WEP,3,fake
Linda-1489,e5:1f:2f:8b:e2:3d,-49,WPA3,4,real
GuestGuest6778,82:7a:2f:bd:4d:b2,-56,Open,7,fake
Home_7296,1c:96:c0:2a:0b:f5,-42,WEP,3,real
Tower-3902,c3:af:44:54:a6:6d,-38,WPA2,12,real
freewifi_1252,91:79:93:f5:dd:4f,-50,WPA2-Enterprise,12,fake
Apartment_743,60:ac:b0:16:62:3c,-36,WPA3,3,real
Vodafone_Free_9383,09:6a:74:4c:24:7a,-82,WPA2,1,fake
Home-Home8356,81:ed:50:1a:36:92,-49,WEP,7,fake
Residence_3249,1e:9f:2c:62:b4:92,-35,WPA2,4,real
Linda-9643,d3:b4:a1:74:da:a1,-48,WPA2-Enterprise,3,real
Linksys8346.,01:67:7b:c0:48:14,-32,Open,9,fake
TPLink_5519,db:a8:e5:21:cc:67,-84,WPA3,8,real
Hotspot2000,84:85:a7:8f:4a:46,-50,WPA2,5,fake
Smith-7355,80:c5:18:a9:41:01,-68,WPA3,13,real
FreeGuest4838,14:37:1a:c3:fa:8b,-31,WEP,1,fake
Smith_3560,17:b7:dd:b8:8f:69,-30,WPA2,2,real
Smith_405,30:cf:84:3d:d3:7c,-50,WPA2-Enterprise,7,real
Office_Free_7868,a3:b5:a5:91:a7:4c,-34,WPA3,10,fake
